,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,ACTIVE_LOAN,DAYS_CREDIT,CREDIT_DAY_OVERDUE,AMT_CREDIT_SUM,DAYS_CREDIT_UPDATE,CREDIT_ACTIVE,ACTIVE_CREDIT,NUMBER_PREV_LOANS,DIFFERENT_LOAN_PRODUCTS,PREV_AMT_RECEIVED_MEAN,PREV_AMT_APPLICATION,PREV_AMT_ANNUITY,PREV_AMT_CREDIT,AMT_DOWN_PAYMENT,PREV_DAYS_DECISION,PREV_CNT_PAYMENT,PREV_RATE_DOWN_PAYMENT,INCOME_TO_TOTAL_ANNUITY
4173,313567,0,M,N,Y,0,126000,178290,11911.5,157500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-18536,-1789,Laborers,2,0.706713781,63000,0.094535714,0.066809692,0,-1294.166667,0,663056.46,-495.3333333,6,0,6,2,0.824517014,162000,21947.49,196479,NA,-1030.5,12,NA,10.57801284
1813,313608,0,F,N,N,0,270000,938304,31140,810000,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.018029,-19843,-759,Managers,1,0.287753223,270000,0.115333333,0.033187538,2,-662,0,2187000,-47.5,2,2187000,0,1,NA,4715955,NA,5066131.5,NA,-621.4444444,NA,NA,8.670520231
4480,313682,0,F,N,Y,0,135000,314100,13437,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.031329,-20082,-4980,Accountants,1,0.429799427,135000,0.099533333,0.04277937,1,-1807.5,0,1814346,-1151,8,697500,7,2,0.976480774,2287210.5,136165.41,2380081.5,NA,-1422.714286,16.57142857,NA,10.04688547
3439,313683,0,F,N,Y,0,225000,381528,27891,315000,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-15044,-2609,,2,0.589733912,112500,0.12396,0.073103416,2,-1246.25,0,1073373.48,-695,8,323599.5,6,2,0.904493208,97380,10587.51,107662.5,0,-409,12,0,8.067118425
2791,313700,0,M,N,Y,0,675000,1724688,60079.5,1575000,Family,Working,Higher education,Married,House / apartment,0.030755,-21490,-509,,2,0.391375136,337500,0.089006667,0.034834996,0,-1663,0,5496723,-875.5,2,0,2,2,1.269655448,42948,4559.805,33826.5,11700,-1963,10,0.279888936,11.23511347
51,313783,1,F,N,Y,0,180000,351792,17959.5,252000,Family,Working,Secondary / secondary special,Married,House / apartment,0.025164,-14663,-4389,Laborers,2,0.511665984,90000,0.099775,0.051051474,3,-761.25,0,1163079,-124.75,4,960579,1,2,NA,2035710,NA,2521525.5,NA,-524.25,NA,NA,10.02255074
4750,313879,0,F,N,N,2,180000,808650,31464,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-11384,-2453,,4,0.222593211,45000,0.1748,0.038909293,0,-633,0,1800000,-542,1,0,1,1,1.130453417,110371.365,13770.45,98163,17554.365,-1679.5,9,0.156711625,5.720823799
3414,314095,0,F,Y,Y,0,89253,270000,14656.5,270000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-18338,-1081,,2,0.330566667,44626.5,0.164212968,0.054283333,1,-682.3333333,0,2223605.565,-242.3333333,6,1446619.5,5,2,NA,59760,NA,44059.5,NA,-551.5,NA,NA,6.089653055
1840,314126,0,F,N,Y,0,247500,819792,41985,720000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-8709,-231,Accountants,2,0.301905849,123750,0.169636364,0.05121421,1,-113.5,0,191686.5,-55.5,2,160623,1,2,NA,1411312.5,NA,1519002,NA,-207.6666667,NA,NA,5.894962487
2845,314129,0,M,Y,N,3,121500,298512,19435.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-15553,-1901,Laborers,5,0.407018813,24300,0.159962963,0.065107935,1,-1428,0,1495512,-531.5,2,9.00E+05,1,2,1.040378858,1495845,104896.035,1690362,NA,-1209.4,20.4,NA,6.251447094
3822,314173,0,M,Y,Y,0,162000,760500,25263,760500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-22227,NA,,2,0.213017751,81000,0.155944444,0.033218935,0,-2286.2,0,725692.5,-1289.6,5,0,5,2,NA,1900966.5,NA,2189191.5,NA,-386.7777778,NA,NA,6.412540078
1870,314476,0,F,N,N,0,157500,454500,14661,454500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-10209,-532,Core staff,2,0.346534653,78750,0.093085714,0.032257426,3,-863.2142857,0,4526608.5,-511.7857143,14,1291500,11,2,NA,424521,NA,424521,NA,-402.375,NA,NA,10.74278699
102,314505,1,M,Y,Y,0,450000,490495.5,31477.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-20614,-3159,,2,0.91743961,225000,0.06995,0.064174901,1,-1741,0,247275,-48,1,247275,0,1,NA,337500,NA,337500,NA,-384,NA,NA,14.29592566
728,314537,1,F,N,Y,0,67500,296280,23539.5,225000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.035792,-10121,-537,Sales staff,2,0.22782503,33750,0.348733333,0.079450182,1,-973.5,0,817938,-503.5,4,0,3,2,0.737898465,180000,19401.435,243936,NA,-1135,24,NA,2.867520551
3354,314604,0,F,Y,N,2,211500,1078200,31653,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010276,-10446,-1928,,3,0.196160267,70500,0.149659574,0.029357262,0,-968,0,139139.325,-316,1,0,1,1,NA,116865,NA,116865,NA,-388.3333333,NA,NA,6.681831106
1241,314633,1,M,Y,Y,0,450000,545040,26509.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-10905,-2936,,2,0.825627477,225000,0.05891,0.048637715,4,-679.6666667,0,5762965.5,-377.1666667,12,3623422.5,8,2,NA,1673100,NA,1837597.5,NA,-396.4166667,NA,NA,16.97504668
4663,314666,0,F,N,Y,1,157500,781920,61906.5,675000,Unaccompanied,Working,Higher education,Married,Co-op apartment,0.019689,-9140,-1266,Sales staff,3,0.201427256,52500,0.393057143,0.079172422,2,-983,6,479349,-400,5,288000,3,2,1.00510687,1526927.4,NA,1662237.9,NA,-1490.166667,NA,NA,2.544159337
580,314715,1,M,Y,Y,0,157500,640080,31261.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018801,-9631,-572,Laborers,1,0.246062992,157500,0.198485714,0.048839989,1,-318,0,1557000,-11,1,1557000,0,1,NA,675000,NA,785542.5,NA,-367.75,NA,NA,5.038145962
157,314760,1,F,N,N,0,162000,675000,20668.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.028663,-22362,-3830,Medicine staff,2,0.24,81000,0.127583333,0.03062,1,-1029.4,0,665289,-728.4,5,270000,4,1,0.952825632,26631,5609.475,27949.5,0,-2788,6,0,7.83801437
2249,314845,0,F,N,Y,2,153000,269550,20281.5,225000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.010032,-14855,-8148,Core staff,4,0.567612688,38250,0.132558824,0.07524207,5,-861.8333333,0,3621579.435,-404.8333333,6,3351579.435,1,2,NA,265813.2,NA,338751,NA,-907.7142857,NA,NA,7.543820723
4704,314935,0,F,N,N,0,76500,1078200,31027.5,9.00E+05,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-20558,-2859,Medicine staff,2,0.070951586,38250,0.405588235,0.028777129,6,-968.4545455,0,1105996.77,-629.8181818,11,750882.78,5,2,NA,455193.675,NA,415980,NA,-1264.625,NA,NA,2.46555475
4434,314940,0,F,N,N,0,72000,450000,16294.5,450000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.02461,-16002,-973,Sales staff,2,0.16,36000,0.2263125,0.03621,2,-539,0,303573.6,-297.25,4,137285.1,2,2,1.270924904,61155,5317.11,48118.5,17370,-2341,12,0.28886765,4.418668876
1853,315012,0,F,Y,Y,0,157500,1350000,55116,1350000,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19066,-11772,Medicine staff,2,0.116666667,78750,0.349942857,0.040826667,4,-643.8,0,1544926.5,-129.4,5,1436926.5,1,2,1.008225717,763035.84,88732.08,783999,NA,-1565,9.714285714,NA,2.857609406
1495,315048,1,F,N,Y,0,135000,314100,16573.5,225000,Unaccompanied,Working,Secondary / secondary special,Separated,Rented apartment,0.008575,-9317,-1099,Laborers,1,0.429799427,135000,0.122766667,0.052765043,2,-467.3333333,0,239013.81,-272.3333333,3,214222.77,1,1,0.949862492,101025,19325.16,106357.5,0,-902,6,0,8.145533532
3701,315085,0,M,N,Y,1,180000,170640,12496.5,135000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-20101,-672,,3,1.054852321,60000,0.069425,0.073233122,0,-1650,0,169605,-1635,2,0,2,1,NA,472500,NA,489123,NA,-302.25,NA,NA,14.40403313
2145,315253,0,M,Y,Y,0,337500,550980,43659,450000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.04622,-18154,-4594,Laborers,2,0.61254492,168750,0.12936,0.079238811,3,-1353.428571,0,7532311.5,-189.1428571,7,3078000,4,3,NA,1646149.5,NA,1483470,NA,-338.7142857,NA,NA,7.730364873
1397,315259,1,F,N,N,0,225000,526491,28561.5,454500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-17291,-615,High skill tech staff,2,0.427357733,112500,0.12694,0.054248791,2,-1132.333333,0,1903500,-84.33333333,3,1183500,1,3,NA,182596.5,NA,213930,NA,-482.2,NA,NA,7.877737514
803,315411,1,F,Y,Y,1,396000,1125000,36423,1125000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392,-11484,-1572,Accountants,2,0.352,198000,0.091977273,0.032376,3,-1444.2,0,4299733.305,-904.8,10,2960635.5,7,2,0.762299354,639855,82026.225,1097419.5,NA,-710.25,10.5,NA,10.87225105
2663,315506,0,F,N,N,0,157500,1260000,36841.5,1260000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006629,-15089,-2362,High skill tech staff,2,0.125,78750,0.233914286,0.029239286,2,-996.5,0,834196.5,-489,4,487800,2,2,NA,585526.5,NA,631017,NA,-755.6,NA,NA,4.275070233
1138,315548,1,F,N,Y,0,112500,326439,16006.5,229500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-13346,-1111,Core staff,2,0.34462794,56250,0.14228,0.049033663,1,-301,0,376753.5,-28,1,376753.5,0,1,NA,1324021.5,NA,1721083.5,NA,-996.7142857,NA,NA,7.028394715
711,315564,1,F,N,Y,0,135000,545040,35617.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00496,-15037,-218,Sales staff,2,0.247688243,67500,0.263833333,0.065348415,0,-655,0,98491.095,-284,1,0,1,1,1.004966496,57366,5852.115,57082.5,5737.5,-258,12,0.099469263,3.790271636
2756,315973,0,F,N,Y,0,90000,117162,11542.5,103500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010966,-20447,NA,,2,0.768167153,45000,0.12825,0.098517437,1,-362,0,67500,-48,1,67500,0,1,NA,247626,NA,237685.5,NA,-592.5,NA,NA,7.797270955
1847,316049,0,M,Y,N,2,315000,904500,29308.5,904500,Family,Commercial associate,Higher education,Married,House / apartment,0.006008,-12162,-1150,Managers,4,0.348258706,78750,0.093042857,0.032402985,1,-98,0,337500,-12,1,337500,0,1,0.906549106,252697.5,31678.29,279895.5,0,-408,12,0,10.7477353
3651,316102,0,F,N,Y,1,135000,1220521.5,40468.5,1093500,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-16657,-1487,Medicine staff,3,0.110608457,45000,0.299766667,0.033156728,2,-534.5,0,516978,-373.5,4,390600,2,2,NA,99585,NA,89235,NA,-553,NA,NA,3.335927944
2103,316112,0,F,N,Y,1,67500,675000,19867.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-13603,-1086,Sales staff,3,0.1,22500,0.294333333,0.029433333,0,-963.6666667,0,208434.78,-591.3333333,3,0,3,1,0.967261853,219429,34092,234630,4495.5,-1260,7.333333333,0.034764884,3.397508494
2286,316208,0,F,N,Y,0,135000,675000,19867.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-22717,NA,,1,0.2,135000,0.147166667,0.029433333,0,-557.5,0,173862,-298,2,0,2,1,1.04102305,274293,28782.315,262134,19890,-1794.75,10.5,0.077938447,6.795016988
3318,316209,0,F,N,Y,0,135000,1078200,31653,9.00E+05,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.020246,-16594,-3799,Managers,1,0.125208681,135000,0.234466667,0.029357262,6,-1522.08,0,4901767.2,-903.72,25,1686267,18,2,1.018740955,138186,14831.55,138663,18000,-1477,12.66666667,0.141180627,4.264998578
4432,316255,0,F,N,Y,1,144000,573628.5,26581.5,463500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010006,-10454,-2059,,3,0.251033552,48000,0.18459375,0.046339225,1,-1558,0,1090327.68,-1181,6,495787.5,5,1,NA,278955,NA,289188,NA,-456,NA,NA,5.417301507
4743,316351,0,M,N,Y,0,180000,622188,22477.5,472500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-15427,-8574,Drivers,1,0.289301626,180000,0.124875,0.036126541,2,-1157.6,0,2606107.5,-593.6,5,1051132.5,3,2,0.947604297,688491,50661.36,761233.5,NA,-1017.666667,19.33333333,NA,8.008008008
1417,316510,1,M,Y,Y,0,252000,288972,15804,207000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00712,-19931,-1101,Drivers,2,0.872056808,126000,0.062714286,0.05469042,5,-1077.75,1.125,3099825,-229.375,8,2546955,3,2,0.830511993,1431445.5,83252.43,1757245.5,NA,-629.25,33,NA,15.9453303
2059,316584,0,F,N,Y,0,162000,796500,23418,796500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-22480,-15427,Private service staff,2,0.203389831,81000,0.144555556,0.02940113,0,-2579,0,12276,-2313,1,0,1,1,NA,679500,NA,737770.5,NA,-436,NA,NA,6.917755573
121,316689,1,F,N,Y,0,274500,499500,25632,499500,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.018209,-17272,-5267,Core staff,1,0.54954955,274500,0.093377049,0.051315315,5,-1958.571429,0,3863893.5,-694.7142857,14,1745622,9,2,0.490751541,26505,26863.92,477004.5,NA,-1281.5,4,NA,10.70926966
31,316751,1,F,Y,Y,0,58500,127350,8289,112500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-21552,NA,,2,0.459363958,29250,0.141692308,0.065088339,5,-676.2857143,0,949117.5,-218.2857143,7,652140,2,2,0.925128745,1743300,70974.945,1986327,NA,-157,31.66666667,NA,7.057546145
599,316762,1,M,N,N,1,135000,521280,35262,450000,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.010006,-12602,-962,Laborers,2,0.258977901,67500,0.2612,0.067645028,3,-226.6428571,0,705405.915,-87.92857143,14,414000,11,3,NA,625860,NA,626724,NA,-610,NA,NA,3.82848392
2455,316796,0,M,Y,Y,0,90000,263686.5,27148.5,238500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.004849,-19202,-6789,Drivers,2,0.341314402,45000,0.30165,0.102957489,2,-965.5,0,6529990.5,-721.25,4,6187500,2,3,1.010444426,258660,28389.69,270936,NA,-1212.5,10,NA,3.315100282
2908,316848,0,F,N,Y,2,112500,447768,44415,405000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.003069,-14399,-2942,Accountants,4,0.251246181,28125,0.3948,0.099191992,1,-655,0,445531.5,-70,3,225000,2,2,NA,472770,NA,481977,NA,-344,NA,NA,2.532928065
1982,316868,0,F,N,Y,0,202500,959688,34470,810000,Unaccompanied,State servant,Secondary / secondary special,Widow,House / apartment,0.00702,-16879,-2745,,1,0.211006077,202500,0.170222222,0.035917923,6,-980.9,0,2110088.52,-217.2,10,1396258.02,3,3,0.931110729,392742,24720.39,416029.5,NA,-652,12,NA,5.874673629
805,316949,1,F,N,Y,0,157500,835380,33259.5,675000,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,0.00496,-22456,NA,,2,0.188536953,78750,0.211171429,0.039813618,2,-927.6666667,0,1165500,-133.6666667,3,1165500,1,2,0.919106484,95355,11930.985,103747.5,0,-500,10,0,4.735489108
3837,317229,0,F,Y,Y,2,135000,343800,16155,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-12776,-1506,Core staff,4,0.392670157,33750,0.119666667,0.046989529,7,-311.875,0,1792291.5,-122.875,8,1522291.5,1,2,NA,113746.5,NA,126603,NA,-156,NA,NA,8.356545961
3891,317238,0,F,N,N,0,337500,1125000,32895,1125000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.010147,-20849,NA,,2,0.3,168750,0.097466667,0.02924,1,-1581,0,378000,-8,1,378000,0,1,0.759554857,2767500,130364.595,3159121.5,NA,-1323.5,34,NA,10.25991792
629,317402,1,F,Y,Y,1,85500,808650,26217,675000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-13839,-2612,Managers,3,0.105731775,28500,0.306631579,0.032420701,2,-1315.4,0,964161,-451.8,5,168448.5,3,1,0.971563961,1464646.5,113733.72,1628059.5,NA,-649.8571429,16.85714286,NA,3.261242705
4443,317516,0,M,Y,Y,0,436500,634360.5,27004.5,567000,Family,Working,Higher education,Married,House / apartment,0.020713,-20241,-1245,Managers,2,0.688094546,218250,0.061865979,0.042569643,3,-1530,0,5428210.05,-1070.230769,13,3964500,10,3,0.986330491,2829150,166663.53,2995200,NA,-1138,18,NA,16.16397267
3642,317559,0,M,N,Y,0,157500,542133,33295.5,468000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-11663,-2078,Laborers,2,0.290519116,78750,0.2114,0.061415741,1,-1702.333333,0,285318,-1196,3,76050,2,1,NA,713925,NA,856750.5,NA,-470.2,NA,NA,4.730368969
3595,317677,0,M,Y,Y,1,342000,254700,24939,225000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.011703,-24271,-5113,High skill tech staff,3,1.342756184,114000,0.072921053,0.097915194,0,-1884.333333,0,3434013,-1220.333333,3,0,3,2,NA,535405.095,NA,483669,NA,-641.2,NA,NA,13.71346084
2393,317703,0,M,Y,N,2,225000,1264428,37098,990000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-11829,-3717,Drivers,4,0.177946075,56250,0.16488,0.029339749,6,-1497.142857,0,5565281.58,-731.3571429,14,1446300,8,4,0.819092452,258705,31704.435,428062.5,NA,-2078.75,14,NA,6.065016982
1517,317761,0,F,Y,N,0,175050,630000,20452.5,630000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.01452,-21630,NA,,2,0.277857143,87525,0.116838046,0.032464286,7,-713.2,0,1463201.37,-466.8,10,1287912.87,2,2,0.822947261,4092299.685,233429.13,4986922.185,NA,-741.1176471,37.41176471,NA,8.558855886
669,317787,1,F,N,Y,0,301500,164952,6345,130500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.019689,-20940,-1446,Cleaning staff,1,1.827804452,301500,0.021044776,0.038465735,9,-1724.857143,0,4614696,-905.1904762,21,3027600,12,2,0.872178849,1599250.5,NA,1848582,NA,-1462.5,NA,NA,47.5177305
2805,317799,0,M,Y,Y,1,270000,1575000,46183.5,1575000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.032561,-16502,-1724,Drivers,3,0.171428571,90000,0.17105,0.029322857,2,-1236.7,0,598993.065,-917.5,10,139149,8,2,1.004990225,87907.5,8967.51,87471,8793,-515,12,0.099480349,5.846243788
1504,317817,0,F,N,Y,1,202500,625536,38398.5,540000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-15776,-1182,Laborers,3,0.323722376,67500,0.189622222,0.061384956,1,-438.3333333,0,387000,-189.6666667,3,83250,2,1,0.901562404,1152182.25,NA,1248975,NA,-649.9,NA,NA,5.273643502
2524,317874,0,M,N,N,0,157500,135000,7321.5,135000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.002042,-11965,-3876,Core staff,2,1.166666667,78750,0.046485714,0.054233333,5,-981.25,0,2593525.5,-308.75,8,2232337.5,3,1,0.965091476,349848,37069.155,357201,NA,-929,9.714285714,NA,21.51198525
4134,317949,0,F,Y,N,0,117000,450000,16807.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-22265,-3858,Managers,2,0.26,58500,0.143653846,0.03735,1,-686,0,450000,-191.5,2,450000,1,2,NA,495000,NA,495000,NA,-295.6666667,NA,NA,6.961178046
2123,317974,0,F,Y,Y,0,112500,382500,19660.5,382500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-18891,-11660,Core staff,2,0.294117647,56250,0.17476,0.0514,1,-697,0,386894.655,-428,4,31500,3,2,NA,852102,NA,1240803,NA,-832.4,NA,NA,5.722133211
3839,318022,0,M,Y,N,1,117000,499212,39573,441000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-9648,-2173,,3,0.234369366,39000,0.338230769,0.079270931,4,-935,0,3314745,-317.5,10,1860705,6,2,0.930972026,213605.1,16285.365,237082.5,7653.6,-1871,18,0.050554078,2.956561292
4713,318024,0,M,N,Y,1,225000,225000,26833.5,225000,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.011657,-13123,-786,Laborers,2,1,112500,0.11926,0.11926,1,-1160.5,0,1084500,-104,2,382500,1,2,1.120160354,2613262.5,126536.355,2738763,NA,-987.5,29.5,NA,8.385041087
1549,318080,0,F,N,Y,0,67500,148365,10678.5,135000,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.018209,-17421,-9203,Core staff,1,0.454959054,67500,0.1582,0.071974522,4,-1381.333333,0,1404859.5,-999.2222222,9,857565,4,2,1.170521911,45315,6430.32,38713.5,9000,-2098,8,0.20543071,6.321112516
1344,318097,1,M,Y,N,0,202500,123637.5,10039.5,112500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010276,-12844,-2285,,2,1.637852593,101250,0.049577778,0.081201092,5,-996.0714286,3.142857143,7075710,-367.7142857,14,3505500,9,2,1.013255448,221121,18562.635,220059,4113,-1960,17,0.050704416,20.17032721
2734,318241,0,F,N,Y,0,180000,770292,30676.5,688500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-17624,-6368,Sales staff,2,0.233677618,90000,0.170425,0.039824508,0,-2096,0,22500,-995,1,0,1,1,1.486587343,200421,14788.575,133479,72000,-1625,11,0.379091404,5.867683732
861,318482,1,F,N,N,0,112500,1119411,40338,904500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-11502,-112,Medicine staff,2,0.10049928,56250,0.35856,0.036035022,2,-1528.3,0,1025706.915,-885.7,10,427500,8,2,1.0263978,25195.5,3274.65,24547.5,2520,-2481,10,0.101394997,2.788933512
3420,318867,0,M,N,N,0,112500,566055,18256.5,472500,Unaccompanied,Working,Lower secondary,Single / not married,With parents,0.0105,-11222,-1961,Laborers,1,0.198743938,112500,0.16228,0.032252166,0,-549,0,0,-46,1,0,1,1,NA,383661,NA,381235.5,NA,-464.4,NA,NA,6.162188809
1291,318905,1,F,N,N,3,90000,1078200,31653,9.00E+05,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00496,-11272,-1174,Accountants,5,0.083472454,18000,0.3517,0.029357262,1,-1018,0,284265,-706,2,270000,1,2,1.002501274,173997,13403.7,173511,9765,-770.5,18,0.049735411,2.843332386
964,318913,1,M,N,Y,0,135000,405000,19827,405000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.01452,-11819,-186,Laborers,1,0.333333333,135000,0.146866667,0.048955556,1,-474.3333333,0,2786760,-301.3333333,3,2511000,2,1,0.898938523,109755,5500.35,122094,0,-436,24,0,6.808896959
4622,318926,0,M,Y,N,0,180000,450000,27193.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-16258,-4119,Core staff,2,0.4,90000,0.151075,0.06043,1,-272,0,1804500,-45.25,4,0,3,2,NA,7842141,NA,8006679,NA,-509.2380952,NA,NA,6.61922886
1200,319171,1,F,N,Y,1,270000,9.00E+05,46084.5,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-15397,-1728,Sales staff,3,0.3,90000,0.170683333,0.051205,1,-1085,0,1950151.5,-205.5,4,294300,3,1,0.978405246,1027125,70202.97,1044040.5,32287.5,-884.75,17.5,0.027227273,5.858802851
2021,319218,0,F,N,Y,1,67500,123637.5,10039.5,112500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-8448,-563,Medicine staff,3,0.545950864,22500,0.148733333,0.081201092,1,-317.5,0,99564.75,-88.5,2,84017.25,1,1,NA,46966.5,NA,52992,NA,-286,NA,NA,6.723442403
125,319293,1,M,N,Y,1,90000,545040,35617.5,450000,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-15749,-321,,3,0.165125495,30000,0.39575,0.065348415,0,-2562,0,25879.5,-2274,1,0,1,1,1.094728914,103675.5,11779.425,93208.5,18220.5,-1520.5,9,0.152613742,2.526847757
1230,319324,1,F,N,Y,0,157500,673875,26109,562500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-15249,-644,Laborers,2,0.233722871,78750,0.165771429,0.038744574,1,-1516.75,0,1278553.5,-896,8,135000,7,2,NA,2960338.5,NA,3132283.5,NA,-1001.555556,NA,NA,6.03240262
893,319390,1,F,N,Y,0,180000,159205.5,16848,144000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019101,-21307,NA,,1,1.130614206,180000,0.0936,0.10582549,1,-171,0,270000,-15,1,270000,0,1,NA,102028.5,NA,102028.5,NA,-340.6666667,NA,NA,10.68376068
1644,319425,0,F,N,Y,0,243000,521280,31630.5,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.014464,-22702,NA,,2,0.466160221,121500,0.130166667,0.060678522,1,-1336.285714,0,1518702.975,-1018.857143,7,489960,6,1,0.877889762,73980,22863.69,242815.5,NA,-2291.5,4.5,NA,7.682458387
4746,319428,0,M,Y,Y,0,450000,1096020,48406.5,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-21935,-4092,,2,0.410576449,225000,0.10757,0.044165709,0,-677,0,85455,-493,1,0,1,1,NA,2240095.5,NA,2295504,NA,-564.5,NA,NA,9.296272195
2066,319578,0,F,N,Y,0,135000,840951,33480,679500,Family,Pensioner,Higher education,Married,House / apartment,0.00963,-22221,NA,,2,0.16053254,67500,0.248,0.03981207,1,-1503,0,218548.17,-946,3,108000,2,2,NA,4039429.5,NA,4439515.5,NA,-623.1428571,NA,NA,4.032258065
